ID;LATITUDE;LONGITUDE;Mun/UF;MUNICIPIO;UF;Valor
4081;-27,83;-54,18;INDEPENDENCIA - RS;INDEPENDENCIA;RS;46321,37258
4082;-27,88;-54,01;INHACORA - RS;INHACORA;RS;15126,70923
4083;-28,82;-51,27;IPE - RS;IPE;RS;36841,73974
4084;-27,93;-52,42;IPIRANGA DO SUL - RS;IPIRANGA DO SUL;RS;15780,76104
4085;-27,19;-53,25;IRAI - RS;IRAI;RS;56956,91296
4086;-29,61;-53,76;ITAARA - RS;ITAARA;RS;24292,36423
4087;-28,78;-55,25;ITACURUBI - RS;ITACURUBI;RS;22627,30533
4088;-28,78;-52,17;ITAPUCA - RS;ITAPUCA;RS;16990,45408
4089;-29,12;-56,55;ITAQUI - RS;ITAQUI;RS;267563,766
4090;-27,38;-52,45;ITATIBA DO SUL - RS;ITATIBA DO SUL;RS;41850,64052
4091;-29,52;-53,58;IVORA - RS;IVORA;RS;16570,34464
4092;-29,59;-51,16;IVOTI - RS;IVOTI;RS;79509,61081
4093;-27,63;-53,27;JABOTICABA - RS;JABOTICABA;RS;29540,50814
4094;-27,72;-52,53;JACUTINGA - RS;JACUTINGA;RS;30130,22149
4095;-32,56;-53,37;JAGUARAO - RS;JAGUARAO;RS;206495,9837
4096;-29,49;-54,69;JAGUARI - RS;JAGUARI;RS;85557,4731
4097;-28,88;-50,35;JAQUIRANA - RS;JAQUIRANA;RS;27227,93534
4098;-29,29;-54,22;JARI - RS;JARI;RS;25661,75493
4099;-28,64;-54,12;JOIA - RS;JOIA;RS;51432,42058
4100;-29,22;-53,68;JULIO DE CASTILHOS - RS;JULIO DE CASTILHOS;RS;133406,3524
4101;-31,2;-51,39;LAGOA DOS PATOS - RS;LAGOA DOS PATOS;RS;0
4102;-28,57;-52,85;LAGOA DOS TRES CANTOS - RS;LAGOA DOS TRES CANTOS;RS;10192,90427
4103;-31,2;-51,39;LAGOA MIRIM - RS;LAGOA MIRIM;RS;0
4104;-28,2;-51,52;LAGOA VERMELHA - RS;LAGOA VERMELHA;RS;179782,3037
4105;-29,23;-52,79;LAGOAO - RS;LAGOAO;RS;39059,18289
4106;-29,46;-51,96;LAJEADO - RS;LAJEADO;RS;394411,4433
4107;-27,68;-53,18;LAJEADO DO BUGRE - RS;LAJEADO DO BUGRE;RS;14120,74353
4108;-30,81;-53,89;LAVRAS DO SUL - RS;LAVRAS DO SUL;RS;49447,83973
4109;-27,6;-53,07;LIBERATO SALZANO - RS;LIBERATO SALZANO;RS;44554,2115
4110;-29,59;-51,2;LINDOLFO COLLOR - RS;LINDOLFO COLLOR;RS;24335,8718
4111;-29,46;-51,2;LINHA NOVA - RS;LINHA NOVA;RS;9133,792274
4112;-29,14;-56,06;MACAMBARA - RS;MACAMBARA;RS;30797,92133
4113;-27,56;-51,66;MACHADINHO - RS;MACHADINHO;RS;39834,07268
4114;-29,21;-49,93;MAMPITUBA - RS;MAMPITUBA;RS;18951,25723
4115;-29,58;-55,48;MANOEL VIANA - RS;MANOEL VIANA;RS;37995,79012
4116;-29,67;-50,2;MAQUINE - RS;MAQUINE;RS;48846,50836
4117;-29,54;-51,55;MARATA - RS;MARATA;RS;15414,30682
4118;-28,44;-52,2;MARAU - RS;MARAU;RS;176513,479
4119;-27,46;-51,9;MARCELINO RAMOS - RS;MARCELINO RAMOS;RS;42373,61424
4120;-30,35;-51,58;MARIANA PIMENTEL - RS;MARIANA PIMENTEL;RS;21728,71483
4121;-27,35;-52,14;MARIANO MORO - RS;MARIANO MORO;RS;17248,35611
4122;-29,32;-52,09;MARQUES DE SOUZA - RS;MARQUES DE SOUZA;RS;29595,59735
4123;-29,56;-54,46;MATA - RS;MATA;RS;38205,94382
4124;-28,27;-52,19;MATO CASTELHANO - RS;MATO CASTELHANO;RS;15797,41424
4125;-29,52;-52,12;MATO LEITAO - RS;MATO LEITAO;RS;20128,01566
4126;-27,63;-51,8;MAXIMILIANO DE ALMEIDA - RS;MAXIMILIANO DE ALMEIDA;RS;41429,0629
4127;-30,12;-52,04;MINAS DO LEAO - RS;MINAS DO LEAO;RS;45010,67069
4128;-27,49;-53,68;MIRAGUAI - RS;MIRAGUAI;RS;34116,90859
4129;-28,65;-52,07;MONTAURI - RS;MONTAURI;RS;12590,8908
4130;-28,68;-50,78;MONTE ALEGRE DOS CAMPOS - RS;MONTE ALEGRE DOS CAMPOS;RS;17679,01123
4131;-29,16;-51,63;MONTE BELO DO SUL - RS;MONTE BELO DO SUL;RS;17261,82689
4132;-29,68;-51,46;MONTENEGRO - RS;MONTENEGRO;RS;339607,5516
4133;-28,69;-52,69;MORMACO - RS;MORMACO;RS;14965,45359
4134;-29,36;-49,93;MORRINHOS DO SUL - RS;MORRINHOS DO SUL;RS;21556,07338
4135;-31,58;-52,63;MORRO REDONDO - RS;MORRO REDONDO;RS;40816,59626
4136;-29,53;-51,08;MORRO REUTER - RS;MORRO REUTER;RS;29169,51911
4137;-31,1;-50,92;MOSTARDAS - RS;MOSTARDAS;RS;59286,05315
4138;-29,16;-51,86;MUCUM - RS;MUCUM;RS;33876,57568
4139;-28,31;-51,18;MUITOS CAPOES - RS;MUITOS CAPOES;RS;16342,05077
4140;-28,32;-51,76;MULITERNO - RS;MULITERNO;RS;11199,02447
4141;-28,45;-52,82;NAO-ME-TOQUE - RS;NAO-ME-TOQUE;RS;86784,30469
4142;-28,53;-52,46;NICOLAU VERGUEIRO - RS;NICOLAU VERGUEIRO;RS;11354,67765
4143;-27,36;-52,77;NONOAI - RS;NONOAI;RS;88602,16727
4144;-28,67;-52,16;NOVA ALVORADA - RS;NOVA ALVORADA;RS;18730,39767
4145;-28,65;-51,74;NOVA ARACA - RS;NOVA ARACA;RS;19501,80887
4146;-28,72;-51,7;NOVA BASSANO - RS;NOVA BASSANO;RS;50574,64722
4147;-27,99;-52,97;NOVA BOA VISTA - RS;NOVA BOA VISTA;RS;15544,05131
4148;-29,21;-52,02;NOVA BRESCIA - RS;NOVA BRESCIA;RS;29565,46816
4149;-27,6;-54,1;NOVA CANDELARIA - RS;NOVA CANDELARIA;RS;20195,65674
4150;-29,41;-54,82;NOVA ESPERANCA DO SUL - RS;NOVA ESPERANCA DO SUL;RS;23653,72203
4151;-29,58;-50,9;NOVA HARTZ - RS;NOVA HARTZ;RS;81419,04677
4152;-29,02;-51,3;NOVA PADUA - RS;NOVA PADUA;RS;15052,88591
4153;-29,47;-53,46;NOVA PALMA - RS;NOVA PALMA;RS;37854,86218
4154;-29,37;-51,11;NOVA PETROPOLIS - RS;NOVA PETROPOLIS;RS;102422,6709
4155;-28,78;-51,61;NOVA PRATA - RS;NOVA PRATA;RS;105634,659
4156;-28,06;-53,69;NOVA RAMADA - RS;NOVA RAMADA;RS;19177,36238
4157;-28,99;-51,4;NOVA ROMA DO SUL - RS;NOVA ROMA DO SUL;RS;20488,80003
4158;-29,85;-51,27;NOVA SANTA RITA - RS;NOVA SANTA RITA;RS;74827,15736
4159;-27,9;-53,1;NOVO BARREIRO - RS;NOVO BARREIRO;RS;24576,60747
4160;-29,73;-52,94;NOVO CABRAIS - RS;NOVO CABRAIS;RS;20749,45813
4161;-29,67;-51,13;NOVO HAMBURGO - RS;NOVO HAMBURGO;RS;1500356,943
4162;-27,57;-54,5;NOVO MACHADO - RS;NOVO MACHADO;RS;34089,52336
4163;-27,56;-53,18;NOVO TIRADENTES - RS;NOVO TIRADENTES;RS;18535,42302
4164;-29,88;-50,27;OSORIO - RS;OSORIO;RS;223778,7994
4165;-27,71;-51,76;PAIM FILHO - RS;PAIM FILHO;RS;33468,98076
4166;-30,25;-50,51;PALMARES DO SUL - RS;PALMARES DO SUL;RS;61999,3095
4167;-27,89;-53,31;PALMEIRA DAS MISSOES - RS;PALMEIRA DAS MISSOES;RS;257713,929
4168;-27,35;-53,55;PALMITINHO - RS;PALMITINHO;RS;43836,1954
4169;-28,29;-53,5;PANAMBI - RS;PANAMBI;RS;191974,2198
4170;-30,19;-52,37;PANTANO GRANDE - RS;PANTANO GRANDE;RS;65024,31946
4171;-28,59;-51,78;PARAI - RS;PARAI;RS;36621,10167
4172;-29,66;-53,14;PARAISO DO SUL - RS;PARAISO DO SUL;RS;41197,48634
4173;-29,63;-51,39;PARECI NOVO - RS;PARECI NOVO;RS;19831,96862
4174;-29,62;-50,83;PAROBE - RS;PAROBE;RS;269921,5974
4175;-29,45;-52,96;PASSA SETE - RS;PASSA SETE;RS;29478,58753
4176;-29,74;-52,27;PASSO DO SOBRADO - RS;PASSO DO SOBRADO;RS;33151,29567
4177;-28,26;-52,4;PASSO FUNDO - RS;PASSO FUNDO;RS;1005058,441
4178;-29,55;-51,73;PAVERAMA - RS;PAVERAMA;RS;47587,29188
4179;-31,86;-52,82;PEDRO OSORIO - RS;PEDRO OSORIO;RS;52253,45479
4180;-28,42;-53,65;PEJUCARA - RS;PEJUCARA;RS;27596,54812
4181;-31,77;-52,34;PELOTAS - RS;PELOTAS;RS;1846704,05
4182;-29,44;-51,13;PICADA CAFE - RS;PICADA CAFE;RS;24664,21046
4183;-27,51;-53,21;PINHAL - RS;PINHAL;RS;17084,08276
4184;-29,34;-53,3;PINHAL GRANDE - RS;PINHAL GRANDE;RS;30504,29818
4185;-27,21;-53,61;PINHEIRINHO DO VALE - RS;PINHEIRINHO DO VALE;RS;31279,16671
4186;-31,57;-53,38;PINHEIRO MACHADO - RS;PINHEIRO MACHADO;RS;84742,02307
4187;-28,04;-55,19;PIRAPO - RS;PIRAPO;RS;22736,68083
4188;-31,44;-53,1;PIRATINI - RS;PIRATINI;RS;108655,4194
4189;-27,32;-53,05;PLANALTO - RS;PLANALTO;RS;73367,13894
4190;-29,45;-51,67;POCO DAS ANTAS - RS;POCO DAS ANTAS;RS;12171,60109
4191;-28,05;-52,67;PONTAO - RS;PONTAO;RS;24064,05641
4192;-27,65;-52,48;PONTE PRETA - RS;PONTE PRETA;RS;15253,96489
4193;-29,7;-51,24;PORTAO - RS;PORTAO;RS;155325,0898
4194;-30,03;-51,23;PORTO ALEGRE - RS;PORTO ALEGRE;RS;1288879
4195;-27,85;-55,01;PORTO LUCENA - RS;PORTO LUCENA;RS;46717,8729
4196;-27,57;-54,66;PORTO MAUA - RS;PORTO MAUA;RS;18555,62931
4197;-27,73;-54,9;PORTO VERA CRUZ - RS;PORTO VERA CRUZ;RS;18252,51675
4198;-27,9;-55,13;PORTO XAVIER - RS;PORTO XAVIER;RS;75932,7544
4199;-29,17;-52,2;POUSO NOVO - RS;POUSO NOVO;RS;14992,89912
4200;-29,51;-51,17;PRESIDENTE LUCENA - RS;PRESIDENTE LUCENA;RS;12825,88694
4201;-29,24;-52,31;PROGRESSO - RS;PROGRESSO;RS;43883,22373
4202;-28,75;-51,47;PROTASIO ALVES - RS;PROTASIO ALVES;RS;13881,0262
4203;-29;-52,15;PUTINGA - RS;PUTINGA;RS;30153,19911
4204;-30,38;-56,45;QUARAI - RS;QUARAI;RS;161725,8332
4205;-29,35;-54,07;QUEVEDOS - RS;QUEVEDOS;RS;16695,59147
4206;-28,74;-53,09;QUINZE DE NOVEMBRO - RS;QUINZE DE NOVEMBRO;RS;23716,18217
4207;-27,66;-53,63;REDENTORA - RS;REDENTORA;RS;56682,53803
4208;-29,11;-52,07;RELVADO - RS;RELVADO;RS;14710,1217
4209;-29,81;-53,37;RESTINGA SECA - RS;RESTINGA SECA;RS;94900,34813
4210;-27,3;-52,84;RIO DOS INDIOS - RS;RIO DOS INDIOS;RS;32906,28312
4211;-32,03;-52,09;RIO GRANDE - RS;RIO GRANDE;RS;1097625,507
4212;-29,99;-52,37;RIO PARDO - RS;RIO PARDO;RS;246536,5513
4213;-29,64;-50,45;RIOZINHO - RS;RIOZINHO;RS;22461,04276
4214;-29,28;-51,86;ROCA SALES - RS;ROCA SALES;RS;56449,63484
4215;-27,47;-53,16;RODEIO BONITO - RS;RODEIO BONITO;RS;35863,88004
4216;-29,65;-50,57;ROLANTE - RS;ROLANTE;RS;110490,6437
4217;-27,76;-52,8;RONDA ALTA - RS;RONDA ALTA;RS;72095,41419
4218;-27,82;-52,91;RONDINHA - RS;RONDINHA;RS;45310,81639
4219;-28,13;-55,02;ROQUE GONZALES - RS;ROQUE GONZALES;RS;50394,12388
4220;-30,25;-54,91;ROSARIO DO SUL - RS;ROSARIO DO SUL;RS;250398,7001
4221;-27,7;-53,13;SAGRADA FAMILIA - RS;SAGRADA FAMILIA;RS;17521,86137
4222;-28,39;-53,09;SALDANHA MARINHO - RS;SALDANHA MARINHO;RS;21894,05605
4223;-29,08;-53,21;SALTO DO JACUI - RS;SALTO DO JACUI;RS;74752,10458
4224;-28,12;-54,83;SALVADOR DAS MISSOES - RS;SALVADOR DAS MISSOES;RS;19607,5121
4225;-29,43;-51,51;SALVADOR DO SUL - RS;SALVADOR DO SUL;RS;40129,87457
4226;-27,95;-51,8;SANANDUVA - RS;SANANDUVA;RS;98034,98293
4227;-28,35;-53,24;SANTA BARBARA DO SUL - RS;SANTA BARBARA DO SUL;RS;60890,23093
4228;-29,46;-52,08;SANTA CLARA DO SUL - RS;SANTA CLARA DO SUL;RS;30554,86699
4229;-29,71;-52,42;SANTA CRUZ DO SUL - RS;SANTA CRUZ DO SUL;RS;604128,2604
4230;-29,68;-53,8;SANTA MARIA - RS;SANTA MARIA;RS;1466549,721
4231;-29,49;-50,99;SANTA MARIA DO HERVAL - RS;SANTA MARIA DO HERVAL;RS;37575,69158
4232;-27,87;-54,48;SANTA ROSA - RS;SANTA ROSA;RS;413138,2886
4233;-29,16;-51,73;SANTA TEREZA - RS;SANTA TEREZA;RS;12224,97507
4234;-33,51;-53,36;SANTA VITORIA DO PALMAR - RS;SANTA VITORIA DO PALMAR;RS;195535,1602
4235;-30,87;-53,11;SANTANA DA BOA VISTA - RS;SANTANA DA BOA VISTA;RS;56946,53725
4236;-30,89;-55,53;SANTANA DO LIVRAMENTO - RS;SANTANA DO LIVRAMENTO;RS;569085,9724
4237;-29,19;-54,86;SANTIAGO - RS;SANTIAGO;RS;349264,4976
4238;-28,29;-54,26;SANTO ANGELO - RS;SANTO ANGELO;RS;476759,8577
4239;-29,81;-50,52;SANTO ANTONIO DA PATRULHA - RS;SANTO ANTONIO DA PATRULHA;RS;224155,9469
4240;-28,51;-55,22;SANTO ANTONIO DAS MISSOES - RS;SANTO ANTONIO DAS MISSOES;RS;79297,85963
4241;-28,49;-52,02;SANTO ANTONIO DO PALMA - RS;SANTO ANTONIO DO PALMA;RS;15439,04181
4242;-28,39;-52,69;SANTO ANTONIO DO PLANALTO - RS;SANTO ANTONIO DO PLANALTO;RS;12391,88542
4243;-27,85;-53,77;SANTO AUGUSTO - RS;SANTO AUGUSTO;RS;94533,61962
4244;-27,82;-54,66;SANTO CRISTO - RS;SANTO CRISTO;RS;92334,59263
4245;-27,9;-51,64;SANTO EXPEDITO DO SUL - RS;SANTO EXPEDITO DO SUL;RS;16746,93586
4246;-28,66;-56;SAO BORJA - RS;SAO BORJA;RS;399726,8332
4247;-28,53;-51,88;SAO DOMINGOS DO SUL - RS;SAO DOMINGOS DO SUL;RS;17473,64382
4248;-29,55;-55,13;SAO FRANCISCO DE ASSIS - RS;SAO FRANCISCO DE ASSIS;RS;141896,9084
4249;-29,44;-50,58;SAO FRANCISCO DE PAULA - RS;SAO FRANCISCO DE PAULA;RS;111918,9995
4250;-30,33;-54,32;SAO GABRIEL - RS;SAO GABRIEL;RS;399264,0942
4251;-29,95;-51,72;SAO JERONIMO - RS;SAO JERONIMO;RS;119003,7474
4252;-27,82;-51,82;SAO JOAO DA URTIGA - RS;SAO JOAO DA URTIGA;RS;34417,61982
4253;-29,61;-53,44;SAO JOAO DO POLESINE - RS;SAO JOAO DO POLESINE;RS;15561,473
4254;-28,49;-51,7;SAO JORGE - RS;SAO JORGE;RS;17899,59971
4255;-27,78;-53,12;SAO JOSE DAS MISSOES - RS;SAO JOSE DAS MISSOES;RS;20373,73192
4256;-29,04;-52,29;SAO JOSE DO HERVAL - RS;SAO JOSE DO HERVAL;RS;15489,14792
4257;-29,52;-51,25;SAO JOSE DO HORTENCIO - RS;SAO JOSE DO HORTENCIO;RS;18730,65541
4258;-27,72;-54,12;SAO JOSE DO INHACORA - RS;SAO JOSE DO INHACORA;RS;16561,67672
4259;-32,01;-52,04;SAO JOSE DO NORTE - RS;SAO JOSE DO NORTE;RS;137321,8056
4260;-27,76;-51,59;SAO JOSE DO OURO - RS;SAO JOSE DO OURO;RS;43283,12794
4261;-28,74;-50,06;SAO JOSE DOS AUSENTES - RS;SAO JOSE DOS AUSENTES;RS;21135,34602
4262;-29,76;-51,14;SAO LEOPOLDO - RS;SAO LEOPOLDO;RS;1201433,672
4263;-31,36;-51,97;SAO LOURENCO DO SUL - RS;SAO LOURENCO DO SUL;RS;275864,4605
4264;-28,4;-54,96;SAO LUIZ GONZAGA - RS;SAO LUIZ GONZAGA;RS;279657,3702
4265;-28,97;-51,06;SAO MARCOS - RS;SAO MARCOS;RS;105302,6321
4266;-27,7;-53,96;SAO MARTINHO - RS;SAO MARTINHO;RS;40825,1268
4267;-29,53;-53,85;SAO MARTINHO DA SERRA - RS;SAO MARTINHO DA SERRA;RS;21569,19009
4268;-28,56;-54,55;SAO MIGUEL DAS MISSOES - RS;SAO MIGUEL DAS MISSOES;RS;45267,68143
4269;-28,18;-55,26;SAO NICOLAU - RS;SAO NICOLAU;RS;41812,98979
4270;-28,02;-54,93;SAO PAULO DAS MISSOES - RS;SAO PAULO DAS MISSOES;RS;50665,66107
4271;-29,42;-51,51;SAO PEDRO DA SERRA - RS;SAO PEDRO DA SERRA;RS;15322,49982
4272;-28,12;-54,88;SAO PEDRO DO BUTIA - RS;SAO PEDRO DO BUTIA;RS;18128,83801
4273;-29,62;-54,17;SAO PEDRO DO SUL - RS;SAO PEDRO DO SUL;RS;113008,2316
4274;-29,58;-51,37;SAO SEBASTIAO DO CAI - RS;SAO SEBASTIAO DO CAI;RS;120565,003
4275;-30,16;-53,56;SAO SEPE - RS;SAO SEPE;RS;159721,6964
4276;-27,55;-52,52;SAO VALENTIM - RS;SAO VALENTIM;RS;27256,64394
4277;-29,04;-51,76;SAO VALENTIM DO SUL - RS;SAO VALENTIM DO SUL;RS;14487,79458
4278;-27,78;-53,93;SAO VALERIO DO SUL - RS;SAO VALERIO DO SUL;RS;15751,82893
4279;-29,36;-51,37;SAO VENDELINO - RS;SAO VENDELINO;RS;10930,79045
4280;-29,69;-54,67;SAO VICENTE DO SUL - RS;SAO VICENTE DO SUL;RS;54423,86154
4281;-29,63;-51;SAPIRANGA - RS;SAPIRANGA;RS;426001,7553
4282;-29,83;-51,14;SAPUCAIA DO SUL - RS;SAPUCAIA DO SUL;RS;724281,3401
4283;-27,94;-52,92;SARANDI - RS;SARANDI;RS;107870,9612
4284;-27,47;-53,4;SEBERI - RS;SEBERI;RS;77604,81864
4285;-27,63;-53,94;SEDE NOVA - RS;SEDE NOVA;RS;22987,2027
4286;-29,26;-53,01;SEGREDO - RS;SEGREDO;RS;46248,96612
4287;-28,62;-52,95;SELBACH - RS;SELBACH;RS;29654,66689
4288;-28,03;-54,54;SENADOR SALGADO FILHO - RS;SENADOR SALGADO FILHO;RS;18298,59403
4289;-30,61;-51,57;SENTINELA DO SUL - RS;SENTINELA DO SUL;RS;27977,25645
4290;-28,71;-51,93;SERAFINA CORREA - RS;SERAFINA CORREA;RS;60376,93184
4291;-29,38;-52,26;SERIO - RS;SERIO;RS;20872,61925
4292;-27,98;-52,26;SERTAO - RS;SERTAO;RS;48900,81686
4293;-30,46;-51,6;SERTAO SANTANA - RS;SERTAO SANTANA;RS;32183,41849
4294;-28,13;-54,46;SETE DE SETEMBRO - RS;SETE DE SETEMBRO;RS;15415,90865
4295;-27,43;-52,11;SEVERIANO DE ALMEIDA - RS;SEVERIANO DE ALMEIDA;RS;26015,30097
4296;-29,64;-53,58;SILVEIRA MARTINS - RS;SILVEIRA MARTINS;RS;17396,44482
4297;-29,53;-52,52;SINIMBU - RS;SINIMBU;RS;63212,461
4298;-29,42;-53,02;SOBRADINHO - RS;SOBRADINHO;RS;96699,47208
4299;-28,81;-52,51;SOLEDADE - RS;SOLEDADE;RS;186824,0221
4300;-29,64;-51,68;TABAI - RS;TABAI;RS;20732,806
4301;-28,06;-52,01;TAPEJARA - RS;TAPEJARA;RS;92699,1957
4302;-28,62;-52,87;TAPERA - RS;TAPERA;RS;71965,20733
4303;-30,67;-51,39;TAPES - RS;TAPES;RS;93492,88563
4304;-29,65;-50,78;TAQUARA - RS;TAQUARA;RS;332330,0501
4305;-29,8;-51,86;TAQUARI - RS;TAQUARI;RS;162579,3939
4306;-27,4;-53,46;TAQUARUCU DO SUL - RS;TAQUARUCU DO SUL;RS;20667,75677
4307;-31,28;-51,09;TAVARES - RS;TAVARES;RS;31667,78884
4308;-27,37;-53,75;TENENTE PORTELA - RS;TENENTE PORTELA;RS;89269,53126
4309;-29,58;-50,07;TERRA DE AREIA - RS;TERRA DE AREIA;RS;68140,32142
4310;-29,44;-51,8;TEUTONIA - RS;TEUTONIA;RS;128067,1674
4311;-27,39;-54,08;TIRADENTES DO SUL - RS;TIRADENTES DO SUL;RS;54388,96717
4312;-29,47;-54,22;TOROPI - RS;TOROPI;RS;20375,15535
4313;-29,33;-49,72;TORRES - RS;TORRES;RS;166406,1275
4314;-29,98;-50,13;TRAMANDAI - RS;TRAMANDAI;RS;169214,9128
4315;-29,29;-52,05;TRAVESSEIRO - RS;TRAVESSEIRO;RS;14569,90996
4316;-27,49;-52,14;TRES ARROIOS - RS;TRES ARROIOS;RS;21410,2786
4317;-29,45;-49,92;TRES CACHOEIRAS - RS;TRES CACHOEIRAS;RS;59033,3019
4318;-29,51;-50,77;TRES COROAS - RS;TRES COROAS;RS;112860,6212
4319;-27,77;-54,24;TRES DE MAIO - RS;TRES DE MAIO;RS;166070,8758
4320;-29,53;-50,06;TRES FORQUILHAS - RS;TRES FORQUILHAS;RS;22012,48043
4321;-27,61;-52,84;TRES PALMEIRAS - RS;TRES PALMEIRAS;RS;33267,0452
4322;-27,45;-53,93;TRES PASSOS - RS;TRES PASSOS;RS;161205,0136
4323;-27,52;-52,89;TRINDADE DO SUL - RS;TRINDADE DO SUL;RS;42889,28523
4324;-29,94;-51,71;TRIUNFO - RS;TRIUNFO;RS;125001,6908
4325;-27,65;-54,44;TUCUNDUVA - RS;TUCUNDUVA;RS;43025,45557
4326;-29,1;-52,95;TUNAS - RS;TUNAS;RS;29327,24061
4327;-27,92;-51,53;TUPANCI DO SUL - RS;TUPANCI DO SUL;RS;14208,45803
4328;-29,08;-53,83;TUPANCIRETA - RS;TUPANCIRETA;RS;127852,4995
4329;-29,47;-51,42;TUPANDI - RS;TUPANDI;RS;16857,9038
4330;-27,75;-54,48;TUPARENDI - RS;TUPARENDI;RS;60601,17312
4331;-31,42;-52,17;TURUCU - RS;TURUCU;RS;21884,42885
4332;-28,04;-54,68;UBIRETAMA - RS;UBIRETAMA;RS;18053,72206
4333;-28,79;-52,03;UNIAO DA SERRA - RS;UNIAO DA SERRA;RS;13542,97604
4334;-29,04;-55,15;UNISTALDA - RS;UNISTALDA;RS;17711,25217
4335;-29,75;-57,08;URUGUAIANA - RS;URUGUAIANA;RS;826157,8663
4336;-28,51;-50,93;VACARIA - RS;VACARIA;RS;365265,6464
4337;-29,6;-52,68;VALE DO SOL - RS;VALE DO SOL;RS;72471,60084
4338;-29,39;-51,25;VALE REAL - RS;VALE REAL;RS;23166,36744
4339;-29,78;-52,18;VALE VERDE - RS;VALE VERDE;RS;16349,47179
4340;-28,47;-51,84;VANINI - RS;VANINI;RS;12859,8637
4341;-29,6;-52,19;VENANCIO AIRES - RS;VENANCIO AIRES;RS;381730,7403
4342;-29,71;-52,5;VERA CRUZ - RS;VERA CRUZ;RS;121042,1767
4343;-28,93;-51,54;VERANOPOLIS - RS;VERANOPOLIS;RS;124212,326
4344;-29,06;-51,85;VESPASIANO CORREA - RS;VESPASIANO CORREA;RS;14817,3428
4345;-27,56;-52,02;VIADUTOS - RS;VIADUTOS;RS;44692,64534
4346;-30,08;-51,02;VIAMAO - RS;VIAMAO;RS;1374715,286
4347;-27,16;-53,4;VICENTE DUTRA - RS;VICENTE DUTRA;RS;41553,63771
4348;-28,56;-52,74;VICTOR GRAEFF - RS;VICTOR GRAEFF;RS;23818,78285
4349;-28,86;-51,53;VILA FLORES - RS;VILA FLORES;RS;17974,41249
4350;-28,1;-52,14;VILA LANGARO - RS;VILA LANGARO;RS;16113,52873
4351;-28,53;-52,15;VILA MARIA - RS;VILA MARIA;RS;24810,94688
4352;-30,34;-53,88;VILA NOVA DO SUL - RS;VILA NOVA DO SUL;RS;27575,55345
4353;-27,36;-53,49;VISTA ALEGRE - RS;VISTA ALEGRE;RS;18408,1561
4354;-28,8;-51,79;VISTA ALEGRE DO PRATA - RS;VISTA ALEGRE DO PRATA;RS;11750,63674
4355;-27,29;-53,7;VISTA GAUCHA - RS;VISTA GAUCHA;RS;18056,54556
4356;-28,35;-54,49;VITORIA DAS MISSOES - RS;VITORIA DAS MISSOES;RS;25262,61546
4357;-29,8;-50,04;XANGRI-LA - RS;XANGRI-LA;RS;42645,09101
4358;-27,61;-51,02;ABDON BATISTA - SC;ABDON BATISTA;SC;18782,16911
4359;-26,56;-52,32;ABELARDO LUZ - SC;ABELARDO LUZ;SC;90324,34906
4360;-27,41;-49,82;AGROLANDIA - SC;AGROLANDIA;SC;51438,46799
4361;-27,26;-49,71;AGRONOMICA - SC;AGRONOMICA;SC;24188,09528
4362;-26,99;-51,55;AGUA DOCE - SC;AGUA DOCE;SC;44538,09711
4363;-27,07;-52,98;AGUAS DE CHAPECO - SC;AGUAS DE CHAPECO;SC;38616,13807
4364;-26,88;-52,85;AGUAS FRIAS - SC;AGUAS FRIAS;SC;20007,24675
4365;-27,69;-48,82;AGUAS MORNAS - SC;AGUAS MORNAS;SC;32664,1716
4366;-27,7;-49,33;ALFREDO WAGNER - SC;ALFREDO WAGNER;SC;56237,09528
4367;-27,45;-51,87;ALTO BELA VISTA - SC;ALTO BELA VISTA;SC;14283,92296
4368;-26,53;-53,33;ANCHIETA - SC;ANCHIETA;SC;50240,06209
4369;-27,56;-48,98;ANGELINA - SC;ANGELINA;SC;36404,28115
4370;-27,68;-51,13;ANITA GARIBALDI - SC;ANITA GARIBALDI;SC;60204,32348
4371;-27,9;-49,12;ANITAPOLIS - SC;ANITAPOLIS;SC;22618,69519
4372;-27,51;-48,76;ANTONIO CARLOS - SC;ANTONIO CARLOS;SC;40190,94016
4373;-27,03;-49,39;APIUNA - SC;APIUNA;SC;50704,9793
4374;-27,16;-52,14;ARABUTA - SC;ARABUTA;SC;26756,04449
4375;-26,37;-48,72;ARAQUARI - SC;ARAQUARI;SC;115262,9524
4376;-28,93;-49,48;ARARANGUA - SC;ARARANGUA;SC;304454,045
4377;-28,26;-49,01;ARMAZEM - SC;ARMAZEM;SC;44862,48353
4378;-26,93;-51,33;ARROIO TRINTA - SC;ARROIO TRINTA;SC;23402,58523
4379;-27,07;-52,45;ARVOREDO - SC;ARVOREDO;SC;16900,42285
4380;-26,95;-49,37;ASCURRA - SC;ASCURRA;SC;46923,71525
4381;-27,42;-49,78;ATALANTA - SC;ATALANTA;SC;22347,73914
4382;-27,31;-49,63;AURORA - SC;AURORA;SC;41460,86681
4383;-28,98;-49,41;BALNEARIO ARROIO DO SILVA - SC;BALNEARIO ARROIO DO SILVA;SC;32309,13829
4384;-26,45;-48,61;BALNEARIO BARRA DO SUL - SC;BALNEARIO BARRA DO SUL;SC;26224,2982
4385;-26,99;-48,63;BALNEARIO CAMBORIU - SC;BALNEARIO CAMBORIU;SC;350602,7588
